id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
6674,Women,Footwear,Shoes,Sports Shoes,Black,Summer,2011.0,Sports,Nike Women Lunar Swift Black Shoe
54978,Women,Apparel,Loungewear and Nightwear,Lounge Pants,Blue,Summer,2017.0,Casual,Femella Women Printed Blue Lounge Pants
46481,Women,Accessories,Watches,Watches,Lavender,Winter,2016.0,Casual,Timex Women Lavender Dial Watch
51436,Women,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,Myntra Women White & Pink Top
54144,Women,Footwear,Shoes,Heels,Brown,Winter,2012.0,Casual,Rocia Women Brown Sandals
42021,Women,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,ADIDAS Women Black Vigor Shoes
56613,Women,Personal Care,Makeup,Highlighter and Blush,Rust,Spring,2017.0,,Streetwear True Color Plush Plum Blusher
24233,Women,Apparel,Topwear,Kurtas,Brown,Fall,2012.0,Ethnic,La-Emotio Women Caramel Brown Kurta
45204,Women,Accessories,Watches,Watches,Purple,Winter,2016.0,Casual,CASIO ENTICER Women Purple Dial Watch A659 LTP-1294D-6ADF
53361,Women,Accessories,Bags,Backpacks,Pink,Summer,2012.0,Casual,Puma Women Pink & Grey Backpack
56421,Women,Apparel,Innerwear,Bra,Black,Summer,2017.0,Casual,Biara Women Black  Bra
32164,Women,Accessories,Socks,Socks,Navy Blue,Summer,2017.0,Casual,Playboy Women Playmate Navy Blue Ankle Socks
40544,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Titan Raga Women Black Dial Watch
59469,Women,Accessories,Jewellery,Ring,Gold,Summer,2013.0,Casual,Lucera Gold Plated Ring
37416,Women,Accessories,Bags,Handbags,White,Summer,2012.0,Casual,Murcia Women White Handbag
47761,Women,Accessories,Bags,Handbags,Black,Summer,2012.0,Casual,Murcia Women Black Handbag
34293,Women,Apparel,Topwear,Dupatta,Orange,Summer,2012.0,Ethnic,Fabindia Women Orange Chanderi Dupatta
23224,Women,Apparel,Topwear,Kurtas,Cream,Fall,2011.0,Ethnic,Aneri Women Desire Cream Kurta
17011,Women,Footwear,Shoes,Flats,Silver,Winter,2012.0,Casual,Rocia Women Brown Heels
51604,Women,Apparel,Bottomwear,Jeans,Navy Blue,Fall,2012.0,Casual,Kraus Jeans Women Navy Blue Jeans
3908,Women,Apparel,Bottomwear,Track Pants,Blue,Summer,2011.0,Casual,Urban Yoga Women's Fitted Yoga Blue Track Pant
7594,Women,Footwear,Shoes,Sports Shoes,Cream,Summer,2011.0,Sports,Nike Women's Air Max Peach Cream Shoe
35341,Women,Footwear,Shoes,Heels,Brown,Summer,2012.0,Casual,Senorita Women Brown Heels
18059,Women,Accessories,Wallets,Wallets,Beige,Winter,2015.0,Casual,Lino Perros Women Solid Beige Wallet
3134,Women,Footwear,Shoes,Heels,Silver,Winter,2015.0,Casual,Catwalk Women Flat Studded Crystal Silver Flats
42213,Women,Apparel,Topwear,Tops,Orange,Summer,2012.0,Casual,Sepia Women Orange Top
58326,Women,Footwear,Flip Flops,Flip Flops,White,Summer,2012.0,Casual,Lotto Women White Flip Flops
7309,Women,Apparel,Topwear,Tops,Pink,Summer,2011.0,Casual,UCB Women Quarter Sleeve Pink Top
30892,Women,Apparel,Bottomwear,Patiala,White,Summer,2012.0,Ethnic,Fabindia Women Printed White & Orange Patiala
48988,Women,Accessories,Jewellery,Ring,Silver,Summer,2012.0,Casual,Lucera Women Silver Ring
55439,Women,Personal Care,Lips,Lipstick,Pink,Spring,2017.0,Casual,Revlon Lilac Colorburst Lipstick 001
49066,Women,Accessories,Bags,Handbags,Navy Blue,Summer,2012.0,Casual,Lino Perros Women Navy Blue Handbag
50977,Women,Apparel,Innerwear,Bra,Beige,Summer,2017.0,Casual,Enamor Sand Coloured Lift Bra DB75
27019,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Jealous 21 Women Washed Light Blue Jeans
22759,Women,Apparel,Topwear,Kurtas,White,Fall,2011.0,Ethnic,BIBA Women Printed White Kurta
50379,Women,Apparel,Bottomwear,Salwar and Dupatta,White,Summer,2012.0,Ethnic,Vishudh Women Black & White Salwar and Dupatta
33419,Women,Accessories,Bags,Handbags,Teal,Summer,2012.0,Casual,Baggit Women Sprinkle Dum Teal Sling Bag
58928,Women,Accessories,Bags,Handbags,Olive,Summer,2010.0,Casual,Ivory Tag Olive Dip Sling Bag
39123,Women,Apparel,Bottomwear,Leggings,White,Fall,2012.0,Casual,Aneri Women White Leggings
57960,Women,Apparel,Saree,Sarees,Beige,Summer,2012.0,Ethnic,Prafful Beige Printed Sari
45499,Women,Apparel,Bottomwear,Capris,Navy Blue,Summer,2012.0,Casual,Fila Women Navy Blue Savari 3/4th Pants
49630,Women,Apparel,Dress,Dresses,Blue,Summer,2012.0,Casual,Mineral Blue Dress
25118,Women,Accessories,Bags,Clutches,Black,Winter,2015.0,Casual,Lino Perros Women Beaded Black Clutch
52876,Women,Apparel,Saree,Sarees,Multi,Fall,2012.0,Ethnic,FNF Multi Coloured Printed Sari
25924,Women,Apparel,Topwear,Tshirts,Orange,Summer,2012.0,Casual,Femella Women Orange T-shirt
5806,Women,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,ADIDAS Women's Graphic Red T-shirt
59690,Women,Apparel,Innerwear,Bra,Grey,Summer,2014.0,Casual,Avirate Grey Bra
28435,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,DKNY Women White Dial Chronograph Watch NY8102
47598,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,Portia Women Black Wedges
55861,Women,Personal Care,Nails,Nail Polish,Green,Spring,2017.0,Casual,Colorbar Moss Agate Nail Lacquer 93
35984,Women,Apparel,Topwear,Tops,Blue,Summer,2012.0,Casual,Flying Machine Women Printed Cobalt Blue Top
22933,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Fastrack Women White Casual Watch
3937,Women,Apparel,Topwear,Tshirts,Pink,Summer,2011.0,Casual,Jealous 21 Women's Pink Miss T-shirt
19988,Women,Apparel,Topwear,Tops,Grey,Fall,2011.0,Casual,United Colors of Benetton Women Solid Grey Top
48716,Women,Accessories,Jewellery,Earrings,Gold,Summer,2013.0,Casual,Lucera Gold Plated Earrings
45835,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Vishudh Women Blue Kurta
52882,Women,Apparel,Saree,Sarees,White,Summer,2012.0,Ethnic,FNF Printed Peach Sari
38461,Women,Accessories,Wallets,Wallets,Brown,Summer,2012.0,Casual,Baggit Women Brown Wallet
59456,Women,Accessories,Jewellery,Ring,Silver,Summer,2013.0,Casual,Lucera Silver Ring
37429,Women,Accessories,Bags,Handbags,Lavender,Summer,2012.0,Casual,Murcia Women Lavender Handbag
4920,Women,Apparel,Topwear,Tops,Pink,Summer,2011.0,Casual,Gini and Jony Girl's Veeya Pink Infant Kidswear
40749,Women,Footwear,Flip Flops,Flip Flops,Blue,Winter,2012.0,Casual,Roxy Women Blue Flip Flops
59664,Women,Apparel,Saree,Sarees,Purple,Fall,2012.0,Ethnic,FNF Purple & Blue Printed Sari
55895,Women,Personal Care,Nails,Nail Polish,Pink,Spring,2017.0,Casual,Colorbar Rasmopolitan Nail Lacquer 03
29513,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Playboy Women White Dial Watch
42822,Women,Apparel,Innerwear,Briefs,Black,Summer,2012.0,Casual,Little Miss Intimates Women Black Brief
48524,Women,Apparel,Dress,Dresses,White,Summer,2012.0,Casual,French Connection Women White Dress
18254,Women,Apparel,Topwear,Kurtas,Green,Fall,2011.0,Ethnic,Aneri Women Protima Green Kurta
27489,Women,Apparel,Innerwear,Briefs,White,Fall,2015.0,Casual,Jockey Women White Bikini Briefs
26903,Women,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,Jealous 21 Women Pink Top
17678,Women,Footwear,Shoes,Heels,Blue,Winter,2015.0,Casual,Catwalk Women Buckel Blue Flats
30866,Women,Apparel,Topwear,Kurtas,Red,Summer,2012.0,Ethnic,Fabindia Women Red Kurta
49092,Women,Personal Care,Lips,Lip Liner,Coffee Brown,Spring,2017.0,Casual,Deborah 24 Ore Lip Liner 219
50983,Women,Apparel,Loungewear and Nightwear,Nightdress,Pink,Summer,2017.0,Casual,Enamor Women Pink Nightdress
28899,Women,Apparel,Innerwear,Briefs,Blue,Summer,2012.0,Casual,Enamor Women Blue Mid-Rise Bikini Brief
48140,Women,Accessories,Wallets,Wallets,Brown,Winter,2016.0,Casual,Fossil Women Brown Wallet
42648,Women,Apparel,Topwear,Kurtas,Black,Summer,2012.0,Ethnic,Alma Women Black Printed Kurta
12138,Women,Apparel,Topwear,Kurtas,Green,Fall,2011.0,Ethnic,Aurelia Women Solid Green Kurtas
25588,Women,Apparel,Apparel Set,Kurta Sets,Green,Fall,2011.0,Ethnic,Vishudh Women Green & Purple Printed Churidar Kurta with Dupatta
21914,Women,Apparel,Apparel Set,Kurta Sets,Off White,Fall,2011.0,Ethnic,Biba Women Off-White & Brown Printed Churidar Kurta with Dupatta
53508,Women,Apparel,Innerwear,Bra,White,Winter,2015.0,Casual,Amante White Full-Coverage Bra BFOM12
38839,Women,Apparel,Dress,Dresses,Olive,Summer,2012.0,Casual,Latin Quarters Women Black Printed Dress
57994,Women,Apparel,Dress,Dresses,Brown,Fall,2012.0,Casual,Latin Quarters Women Brown Printed Dress
59032,Women,Footwear,Shoes,Heels,Bronze,Winter,2012.0,Casual,Carlton London Women Gold Toned Heels
21128,Women,Apparel,Topwear,Tops,Blue,Fall,2011.0,Casual,s.Oliver Women Printed Blue Top
53648,Women,Accessories,Bags,Handbags,Beige,Summer,2012.0,Casual,Kiara Women Beige Handbag
59372,Women,Apparel,Topwear,Kurtas,Grey,Summer,2012.0,Ethnic,Vishudh Women Grey Printed Kurta
51923,Women,Accessories,Bags,Handbags,Pink,Summer,2016.0,Casual,Nyk Women Pink Abelia Handbag
18742,Women,Apparel,Topwear,Tops,Brown,Fall,2011.0,Casual,Arrow Woman Boho Brown Top
26871,Women,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,Jealous 21 Women Printed White Top
34588,Women,Apparel,Dress,Dresses,Cream,Summer,2012.0,Casual,Tonga Women Cream Dress
30914,Women,Apparel,Topwear,Kurtis,Purple,Summer,2012.0,Ethnic,Fabindia Women Purple Kurti
9127,Women,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Puma Women Cell Varex SL White Sports Shoes
6953,Women,Apparel,Topwear,Tops,Blue,Summer,2011.0,Casual,s.Oliver Women's Striped Light Blue Top
29237,Women,Footwear,Shoes,Flats,Black,Summer,2012.0,Casual,Puma Women Black Mabel Flats
56934,Women,Footwear,Shoes,Heels,Silver,Winter,2012.0,Casual,HM Women Silver Flats
4638,Women,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,ADIDAS Women Phantom Low Pink Grey White Shoe
56108,Women,Personal Care,Lips,Lip Gloss,Maroon,Spring,2017.0,Casual,Colorbar Mettalics Bare Necessity Lip Gloss 001
48664,Women,Accessories,Jewellery,Earrings,Silver,Summer,2013.0,Casual,Lucera Women Silver Earrings
8491,Women,Apparel,Topwear,Tops,White,Fall,2011.0,Casual,Forever New Women Porcelain White Top
28781,Women,Apparel,Innerwear,Briefs,Brown,Summer,2017.0,Casual,Enamor Women Pack of 2 Briefs
59524,Women,Accessories,Jewellery,Earrings,Silver,Summer,2015.0,Casual,Lucera Silver Earrings
32815,Women,Footwear,Flip Flops,Flip Flops,Brown,Winter,2012.0,Casual,iPanema Women Temas Brown Flip Flops
45947,Women,Apparel,Topwear,Tops,Blue,Summer,2012.0,Casual,Tokyo Talkies Women Blue Top
10379,Women,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,United Colors of Benetton Women Solid Red T-shirt
40409,Women,Apparel,Topwear,Tops,Black,Summer,2012.0,Casual,Tonga Women Black & Cream-Coloured Striped Top
53822,Women,Apparel,Topwear,Tunics,Black,Fall,2012.0,Casual,Ayaanay_Women_New_2013_Tunics_Size_Chart.jpg
45349,Women,Footwear,Shoes,Heels,Pink,Summer,2016.0,Casual,Cobblerz Women Pink Sandals
15439,Women,Accessories,Bags,Handbags,Black,Fall,2011.0,Casual,Hidekraft Women Leather Black Handbags
59716,Women,Apparel,Loungewear and Nightwear,Nightdress,Black,Summer,2012.0,Casual,Avirate Black Babydoll Nightdress
11099,Women,Apparel,Bottomwear,Leggings,Black,Fall,2011.0,Ethnic,Scullers Women Solid Black Leggings
54009,Women,Accessories,Bags,Handbags,Black,Summer,2012.0,Casual,Kiara Women Black Handbag
49584,Women,Footwear,Shoes,Heels,Black,Winter,2015.0,Casual,Catwalk Women Black Heels
35802,Women,Footwear,Shoes,Heels,Mustard,Summer,2012.0,Casual,Enroute Women Mustard Flats
43882,Women,Footwear,Shoes,Flats,White,Summer,2010.0,Casual,Puma Women El Rey Slipon Stripes Wns White Flats
29461,Women,Free Items,Free Gifts,Free Gifts,White,Winter,2016.0,Casual,Giordano Women White Dial Watch
17994,Women,Apparel,Bottomwear,Track Pants,Navy Blue,Fall,2009.0,Sports,Puma Women Essential Skinny Navy Blue Track Pant
19032,Women,Footwear,Shoes,Flats,Beige,Winter,2015.0,Casual,Catwalk Women Beige Spectator Shoes
28775,Women,Apparel,Topwear,Kurtis,Red,Summer,2012.0,Ethnic,Aurelia Women Printed Red Kurti
52138,Women,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Femella Women Pale Red Polo T-Shirt
25856,Women,Apparel,Topwear,Kurtas,Black,Summer,2012.0,Ethnic,Diva Women Black Floral Print Kurti
20518,Women,Accessories,Bags,Handbags,Purple,Winter,2015.0,Casual,Baggit Women Galaxy Taj Purple Handbag
33933,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Citizen Women Black Dial Watch
52904,Women,Apparel,Saree,Sarees,Red,Fall,2012.0,Ethnic,FNF Printed Red Sari
56598,Women,Personal Care,Eyes,Kajal and Eyeliner,Green,Spring,2017.0,Casual,Streetwear Stay On Emerald Eye Pencil 01
5148,Women,Apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Casual,Wrangler Women's Sequin Butter Cup T-shirt
25258,Women,Accessories,Bags,Handbags,Off White,Summer,2012.0,Casual,Lino Perros Women Leatherette Off White Handbag
39607,Women,Footwear,Shoes,Heels,Gold,Winter,2015.0,Casual,Catwalk Women Gold Heels
57678,Women,Personal Care,Skin,Face Moisturisers,White,Spring,2017.0,,Lotus Herbals Whiteglow Skin Micro-Emulsion
34924,Women,Apparel,Topwear,Dupatta,Green,Summer,2012.0,Ethnic,Fabindia Green Dupatta
9785,Women,Apparel,Bottomwear,Track Pants,Navy Blue,Summer,2011.0,Sports,Urban Yoga Women Summer Bottoms Navy Blue Track Pants
42198,Women,Apparel,Topwear,Tunics,Beige,Summer,2012.0,Casual,Sepia Women Beige Tunic
29495,Women,Accessories,Watches,Watches,Blue,Winter,2016.0,Casual,Giordano Women Chronograph Blue Dial Watch
16248,Women,Footwear,Flip Flops,Flip Flops,Black,Fall,2011.0,Casual,Crocs Patricia Women Black Sandal
46538,Women,Accessories,Watches,Watches,White,Summer,2017.0,Casual,Timex Women Pearly White Dial Watch
55913,Women,Personal Care,Nails,Nail Polish,Bronze,Spring,2017.0,Casual,Colorbar Top Coat Nail Lacquer 69
58254,Women,Accessories,Bags,Clutches,Teal,Summer,2012.0,Casual,Baggit Women Teal Purse
33759,Women,Apparel,Topwear,Tops,Yellow,Summer,2012.0,Casual,Vero Moda Women Viva Yellow Top
41379,Women,Apparel,Topwear,Tops,Red,Summer,2012.0,Casual,Wrangler Women Red Rosy Top
49114,Women,Personal Care,Lips,Lipstick,Beige,Spring,2017.0,Casual,Deborah Beige Couture 18 Atomic Red Lipstick
54499,Women,Accessories,Bags,Handbags,Brown,Summer,2012.0,Casual,Lino Perros Women Brown Handbag
49928,Women,Apparel,Saree,Sarees,Beige,Fall,2012.0,Ethnic,Fabindia Beige Hand Printed Sari
26885,Women,Apparel,Topwear,Tops,Purple,Summer,2012.0,Casual,Jealous 21 Women Printed Mauve Top
50039,Women,Apparel,Innerwear,Bra,Nude,Winter,2015.0,Casual,Hanes Women Nude Concealing Petals Wirefree Moulded Bra
49326,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,DKNY Women Black Dial Watch NY4620
18584,Women,Accessories,Socks,Socks,Blue,Fall,2011.0,Casual,Puma Women Blue Pair of 2 Socks
13950,Women,Apparel,Topwear,Tops,White,Summer,2011.0,Casual,United Colors of Benetton Women Printed White Tops
57812,Women,Apparel,Dress,Jumpsuit,Brown,Summer,2012.0,Casual,United Colors of Benetton Women Brown Jumpsuit
14349,Women,Footwear,Shoes,Heels,Gold,Winter,2015.0,Casual,Catwalk Women Casual Gold Flats
20940,Women,Footwear,Flip Flops,Flip Flops,Black,Fall,2011.0,Casual,ADIDAS Women Spring Black Flip Flops
38183,Women,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Miami Blues Women Sunglasses
59988,Women,Apparel,Dress,Dresses,Black,Fall,2012.0,Party,Avirate Black & Silvery Grey Dress
21892,Women,Apparel,Topwear,Kurtas,Purple,Fall,2011.0,Ethnic,BIBA Women Printed Purple Kurta
36825,Women,Apparel,Topwear,Kurtas,Purple,Summer,2012.0,Ethnic,Vishudh Women Purple Kurta
54036,Women,Accessories,Bags,Handbags,Charcoal,Summer,2012.0,Casual,Kiara Women Charcoal Handbag
48469,Women,Apparel,Dress,Dresses,Black,Summer,2012.0,Casual,French Connection Black Dress
43081,Women,Apparel,Bottomwear,Track Pants,Navy Blue,Summer,2012.0,Casual,Nike Women Navy Blue Track Pant
47421,Women,Accessories,Bags,Handbags,Black,Summer,2012.0,Casual,Baggit Women Black Handbag
6706,Women,Apparel,Topwear,Tshirts,Pink,Summer,2011.0,Casual,UCB Women's Epaulettes On Sleeve Pink T-shirt
51544,Women,Accessories,Watches,Watches,Brown,Winter,2016.0,Casual,Fastrack Women Brown Watch
35001,Women,Accessories,Stoles,Stoles,Beige,Summer,2012.0,Ethnic,Fabindia Women Printed Beige & Black Stole
45376,Women,Footwear,Shoes,Heels,Brown,Summer,2016.0,Casual,Cobblerz Women Brown Sandals
59729,Women,Apparel,Innerwear,Shapewear,Skin,Summer,2014.0,Casual,Avirate Beige Wired Corset Shapewear
25293,Women,Accessories,Bags,Handbags,Brown,Summer,2012.0,Casual,Lino Perros Women Small Brown Handbag
32224,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Fabindia Women Striped Blue Kurta
40604,Women,Apparel,Topwear,Kurtas,Green,Summer,2012.0,Ethnic,Span Women Green Kurta
45144,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,CASIO ENTICER Women Black Dial Analogue Watch A443
4263,Women,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Jealous 21 Women's I am Cute When I am Angry Red T-shirt
53021,Women,Apparel,Saree,Sarees,Beige,Fall,2012.0,Ethnic,FNF Beige Sari
56553,Women,Personal Care,Lips,Lip Gloss,Red,Spring,2017.0,,Streetwear Mineral Coral Glow Lip Gloss
10346,Women,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,United Colors of Benetton Women Printed Purple Tshirts
24173,Women,Apparel,Topwear,Kurtis,Green,Fall,2011.0,Ethnic,Aurelia Women Printed Green Kurti
40436,Women,Apparel,Topwear,Tops,Black,Summer,2012.0,Casual,Tonga Women Black & White Printed Top
26624,Women,Footwear,Shoes,Sports Shoes,Purple,Summer,2012.0,Sports,Puma Women Bodytrain Purple Sports Shoes
47613,Women,Footwear,Shoes,Heels,Brown,Winter,2012.0,Casual,Portia Women Brown Heels
6534,Women,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Sports,Nike Women's Border Blue T-shirt
51776,Women,Apparel,Innerwear,Briefs,White,Summer,2016.0,Casual,Bwitch Women White Brief
22284,Women,Footwear,Shoes,Heels,Gold,Winter,2012.0,Casual,Inc. 5 Women Casual Golden Heels
53445,Women,Footwear,Flip Flops,Flip Flops,Red,Summer,2012.0,Casual,ADIDAS Women Red Neo Tread Flip Flops
24517,Women,Apparel,Topwear,Kurtas,Brown,Fall,2011.0,Ethnic,Mother Earth Women Brown Printed Kurta
41180,Women,Apparel,Topwear,Tshirts,Orange,Summer,2012.0,Casual,Allen Solly Woman Check Brown Shirt
56137,Women,Personal Care,Makeup,Eyeshadow,Green,Spring,2017.0,Casual,Colorbar Green Stroke Eye Shadow
12075,Women,Apparel,Topwear,Kurtas,Cream,Fall,2011.0,Ethnic,W Women Printed Cream Kurtas
42705,Women,Footwear,Shoes,Flats,Brown,Winter,2012.0,Casual,Rocia Women Brown Sandals
9118,Women,Footwear,Shoes,Sports Shoes,Silver,Fall,2011.0,Sports,Puma Women Axis Silver Sports Shoes
54660,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Women White Dial  Watch
9924,Women,Accessories,Bags,Handbags,Black,Fall,2011.0,Casual,Puma Women Black Avenue Shopper Handbag
42537,Women,Apparel,Topwear,Kurtas,Black,Summer,2012.0,Ethnic,Mother Earth Women Black Kurta
55580,Women,Personal Care,Makeup,Compact,Skin,Spring,2017.0,Casual,Revlon Touch & Glow Gold Matte Moisturising Powder 69
47045,Women,Apparel,Bottomwear,Salwar,Green,Summer,2012.0,Ethnic,Shree Women Green & Purple Jodhpuri Salwar
53677,Women,Accessories,Bags,Handbags,Blue,Summer,2012.0,Casual,Kiara Women Blue Handbag
20385,Women,Accessories,Bags,Handbags,Purple,Winter,2015.0,Casual,Baggit Women Flare Baby Purple Handbag
37332,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,DKNY Women White Dial Watch NY8482
10510,Women,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Flying Machine Women RN HS Grey Tshirts
56305,Women,Apparel,Innerwear,Briefs,Blue,Winter,2015.0,Casual,Biara Blush Teenage Girl Blue Briefs
58059,Women,Accessories,Jewellery,Earrings,Silver,Fall,2012.0,Casual,Rreverie Silver Earrings
14376,Women,Footwear,Shoes,Flats,Black,Winter,2015.0,Casual,Catwalk Women Black Ballerinas
52563,Women,Accessories,Bags,Clutches,Red,Summer,2012.0,Casual,Mod'acc Women Red Coin Purse
57011,Women,Footwear,Shoes,Flats,Green,Winter,2012.0,Casual,HM Women Green Flats
11604,Women,Apparel,Topwear,Kurtas,Blue,Summer,2011.0,Ethnic,W Women Solid Blue Kurtas
12081,Women,Apparel,Topwear,Kurtas,Purple,Fall,2011.0,Ethnic,W Women Printed Purple Kurtas
43623,Women,Apparel,Topwear,Tops,Green,Summer,2012.0,Casual,Vero Moda Women Green Top
54694,Women,Apparel,Topwear,Kurtas,Purple,Fall,2012.0,Casual,Shree Women Purple Printed Kurta
50234,Women,Free Items,Free Gifts,Free Gifts,White,Summer,2017.0,Casual,Stoln Women White Sunglasses
34771,Women,Accessories,Bags,Handbags,Black,Summer,2015.0,Casual,Be For Bag Women Zoli Black Bag
55574,Women,Personal Care,Makeup,Compact,Skin,Spring,2017.0,Casual,Revlon Photo Ready Medium/ Deep Compact 03
13361,Women,Footwear,Shoes,Casual Shoes,Tan,Fall,2011.0,Casual,Timberland Women Femmes Tan Casual Shoes
43411,Women,Footwear,Shoes,Flats,Black,Summer,2012.0,Casual,Puma Women Black Crazy Slide Flats
49917,Women,Apparel,Saree,Sarees,Green,Fall,2012.0,Ethnic,Fabindia Green Printed Ajrakh Dhonekhali Saree
46163,Women,Accessories,Jewellery,Necklace and Chains,Brown,Winter,2015.0,Ethnic,Adrika Brown Necklace
50006,Women,Apparel,Innerwear,Bra,Black,Winter,2015.0,Sports,Hanes Women Black Cotton Stretch Light Padded Bra
53683,Women,Accessories,Bags,Handbags,Orange,Summer,2012.0,Casual,Kiara Women Orange Handbag
20371,Women,Apparel,Bottomwear,Capris,Black,Fall,2011.0,Sports,Urban Yoga Women Solid Black Capris
15096,Women,Apparel,Topwear,Kurtas,Orange,Fall,2011.0,Ethnic,Mother Earth Women Stripes Orange Kurtas
52751,Women,Personal Care,Fragrance,Deodorant,Pink,Spring,2017.0,Casual,Reebok Women Reebounce Deo
11436,Women,Apparel,Topwear,Tshirts,Peach,Fall,2011.0,Casual,United Colors of Benetton Women Light Winter Peach T-shirt
43075,Women,Apparel,Bottomwear,Capris,Grey,Summer,2012.0,Sports,Nike Womens Grey Capris
55110,Women,Personal Care,Makeup,Compact,Skin,Spring,2017.0,Casual,Lakme Perfect Radiance Intense Whitening 05 Compact
43849,Women,Accessories,Jewellery,Earrings,Green,Summer,2012.0,Ethnic,Royal Diadem White & Green Earrings
22042,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011.0,Ethnic,Vishudh Women Printed Blue Kurta
45382,Women,Footwear,Shoes,Flats,Black,Winter,2012.0,Casual,Rocia Women Black Sandals
36670,Women,Accessories,Bags,Handbags,Green,Summer,2012.0,Casual,Paridhan Women Green Handbag
52335,Women,Accessories,Bags,Clutches,Bronze,Winter,2016.0,Casual,ToniQ Women Bronze Clutch
44250,Women,Accessories,Bags,Handbags,Red,Summer,2012.0,Casual,Hidekraft Women Red Handbag
25267,Women,Accessories,Bags,Handbags,Red,Summer,2012.0,Casual,Lino Perros Women Leatherette Red Handbag
4899,Women,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Levis Kids Girl's Desiree Green Kidswear
41722,Women,Footwear,Shoes,Heels,Teal,Winter,2012.0,Casual,Catwalk Women Teal Heels
57647,Women,Personal Care,Nails,Nail Polish,Brown,Spring,2017.0,,Lotus Herbals Colour Dew Dark Champagne Nail Polish 88
52107,Women,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,Myntra Women Orange Printed Kurta
20527,Women,Accessories,Bags,Handbags,Purple,Winter,2015.0,Casual,Baggit Women Modishx Baby Purple Sling Bag
11260,Women,Apparel,Bottomwear,Skirts,Green,Summer,2011.0,Casual,Palm Tree Kids Girl Sp Jace Sko Green Skirts
33130,Women,Footwear,Shoes,Heels,Brown,Winter,2015.0,Casual,Catwalk Women Brown Stilettos
27702,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Murcia Women Black Handbag
55322,Women,Personal Care,Skin,Face Moisturisers,White,Spring,2017.0,Casual,Revlon Touch & Glow Advanced Fairness Daily Moisturising Cream SPF15
42395,Women,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Flying Machine Women Black T-shirt
7412,Women,Apparel,Topwear,Kurtas,Pink,Summer,2011.0,Ethnic,W Women V Neck Short Sleeve Pink Kurta
18583,Women,Accessories,Socks,Socks,Pink,Fall,2011.0,Casual,Puma Women Sneakers Pink  Striped Socks
13957,Women,Apparel,Topwear,Tops,Purple,Summer,2011.0,Casual,United Colors of Benetton Women Solid Purple Tops
53489,Women,Apparel,Innerwear,Bra,White,Winter,2015.0,Sports,Amante White Sports Bra BCST22
58061,Women,Accessories,Jewellery,Earrings,Sea Green,Fall,2012.0,Casual,Rreverie Sea Green Earrings
57815,Women,Apparel,Topwear,Tops,Brown,Fall,2012.0,Casual,United Colors of Benetton Women Dark Brown Top
38184,Women,Accessories,Eyewear,Sunglasses,Metallic,Winter,2016.0,Casual,Miami Blues Women Sunglasses
20947,Women,Footwear,Flip Flops,Flip Flops,Blue,Fall,2011.0,Casual,ADIDAS Women Vines Blue Flip Flops
57029,Women,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,Forever New Women Pink Top
21895,Women,Apparel,Topwear,Kurtas,Olive,Fall,2011.0,Ethnic,BIBA Women Printed Olive Green Kurta
58253,Women,Accessories,Bags,Clutches,Olive,Summer,2010.0,Casual,Baggit Women Olive Purse
